XCoord,YCoord,OID,FIELD1,START_STAT,START_ST_1
-73.97493121,40.68981035,259962,259962,40.689810,-73.974931
-73.96087600,40.71045100,260020,260020,40.710451,-73.960876
-73.96563307,40.68650065,260030,260030,40.686501,-73.965633
-73.98912867,40.68926942,260052,260052,40.689269,-73.989129
-73.97493121,40.68981035,260076,260076,40.689810,-73.974931
-73.97493121,40.68981035,260079,260079,40.689810,-73.974931
-73.96563307,40.68650065,260115,260115,40.686501,-73.965633
-73.97632328,40.68382604,260148,260148,40.683826,-73.976323
-73.96563307,40.68650065,260217,260217,40.686501,-73.965633
-73.96087600,40.71045100,260263,260263,40.710451,-73.960876
-73.98362464,40.69474881,260465,260465,40.694749,-73.983625
-73.97372990,40.69178230,260488,260488,40.691782,-73.973730
-73.97632328,40.68382604,260509,260509,40.683826,-73.976323
-73.95381995,40.69331716,260536,260536,40.693317,-73.953820
-73.98912867,40.68926942,260576,260576,40.689269,-73.989129
-73.98912867,40.68926942,260688,260688,40.689269,-73.989129
-73.96024116,40.71534825,260786,260786,40.715348,-73.960241
-73.98362464,40.69474881,260827,260827,40.694749,-73.983625
-73.97703874,40.69327018,260893,260893,40.693270,-73.977039
-73.97703874,40.69327018,260900,260900,40.693270,-73.977039
-73.98362464,40.69474881,260904,260904,40.694749,-73.983625
-73.98362464,40.69474881,260959,260959,40.694749,-73.983625
-73.97493121,40.68981035,261075,261075,40.689810,-73.974931
-73.97493121,40.68981035,261093,261093,40.689810,-73.974931
-73.96024116,40.71534825,261130,261130,40.715348,-73.960241
-73.96834101,40.70827295,261185,261185,40.708273,-73.968341
-73.98912867,40.68926942,261352,261352,40.689269,-73.989129
-73.95381995,40.69331716,261449,261449,40.693317,-73.953820
-73.98912867,40.68926942,261485,261485,40.689269,-73.989129
-73.96024116,40.71534825,261532,261532,40.715348,-73.960241
-73.98912867,40.68926942,261563,261563,40.689269,-73.989129
-73.96834101,40.70827295,261597,261597,40.708273,-73.968341
-73.96834101,40.70827295,261749,261749,40.708273,-73.968341
-73.97493121,40.68981035,261750,261750,40.689810,-73.974931
-73.95381995,40.69331716,261771,261771,40.693317,-73.953820
-73.96023854,40.68900443,261792,261792,40.689004,-73.960239
-73.98912867,40.68926942,261931,261931,40.689269,-73.989129
-73.98362464,40.69474881,261936,261936,40.694749,-73.983625
-73.98068914,40.69839895,261963,261963,40.698399,-73.980689
-73.97493121,40.68981035,262169,262169,40.689810,-73.974931
-73.97372990,40.69178230,262172,262172,40.691782,-73.973730
-73.95643107,40.69064950,262182,262182,40.690649,-73.956431
-73.96087600,40.71045100,262308,262308,40.710451,-73.960876
-73.95643107,40.69064950,262334,262334,40.690649,-73.956431
-73.96023854,40.68900443,262347,262347,40.689004,-73.960239
-73.97493121,40.68981035,262361,262361,40.689810,-73.974931
-73.97493121,40.68981035,262385,262385,40.689810,-73.974931
-73.97493121,40.68981035,262531,262531,40.689810,-73.974931
-73.97372990,40.69178230,262545,262545,40.691782,-73.973730
-73.96024116,40.71534825,262629,262629,40.715348,-73.960241
-73.96834101,40.70827295,262641,262641,40.708273,-73.968341
-73.96023854,40.68900443,262686,262686,40.689004,-73.960239
-73.96023854,40.68900443,262687,262687,40.689004,-73.960239
-73.98362464,40.69474881,262729,262729,40.694749,-73.983625
-73.96087600,40.71045100,262736,262736,40.710451,-73.960876
-73.99052739,40.69475701,262753,262753,40.694757,-73.990527
-73.96563307,40.68650065,262765,262765,40.686501,-73.965633
-73.98912867,40.68926942,262767,262767,40.689269,-73.989129
-73.97372990,40.69178230,262909,262909,40.691782,-73.973730
-73.96087600,40.71045100,262912,262912,40.710451,-73.960876
-73.97493121,40.68981035,263044,263044,40.689810,-73.974931
-73.98912867,40.68926942,263083,263083,40.689269,-73.989129
-73.97372990,40.69178230,263087,263087,40.691782,-73.973730
-73.97372990,40.69178230,263202,263202,40.691782,-73.973730
-73.99052739,40.69475701,263236,263236,40.694757,-73.990527
-73.98912867,40.68926942,263267,263267,40.689269,-73.989129
-73.97632328,40.68382604,263315,263315,40.683826,-73.976323
-73.97372990,40.69178230,263336,263336,40.691782,-73.973730
-73.96476280,40.68851534,263372,263372,40.688515,-73.964763
-73.96834101,40.70827295,263409,263409,40.708273,-73.968341
-73.97372990,40.69178230,263420,263420,40.691782,-73.973730
-73.96563307,40.68650065,263440,263440,40.686501,-73.965633
-73.98912867,40.68926942,263479,263479,40.689269,-73.989129
-73.96087600,40.71045100,263490,263490,40.710451,-73.960876
-73.96563307,40.68650065,263512,263512,40.686501,-73.965633
-73.96087600,40.71045100,263530,263530,40.710451,-73.960876
-73.96563307,40.68650065,263548,263548,40.686501,-73.965633
-73.96023854,40.68900443,263638,263638,40.689004,-73.960239
-73.96476280,40.68851534,263697,263697,40.688515,-73.964763
-73.98362464,40.69474881,263714,263714,40.694749,-73.983625
-73.98912867,40.68926942,263836,263836,40.689269,-73.989129
-73.95381995,40.69331716,264068,264068,40.693317,-73.953820
-73.98912867,40.68926942,264137,264137,40.689269,-73.989129
-73.96024116,40.71534825,264145,264145,40.715348,-73.960241
-73.98362464,40.69474881,264182,264182,40.694749,-73.983625
-73.96087600,40.71045100,264183,264183,40.710451,-73.960876
-73.96087600,40.71045100,264184,264184,40.710451,-73.960876
-73.96024116,40.71534825,264229,264229,40.715348,-73.960241
-73.96024116,40.71534825,264275,264275,40.715348,-73.960241
-73.97372990,40.69178230,264314,264314,40.691782,-73.973730
-73.97493121,40.68981035,264315,264315,40.689810,-73.974931
-73.97493121,40.68981035,264328,264328,40.689810,-73.974931
-73.96087600,40.71045100,264355,264355,40.710451,-73.960876
-73.96024116,40.71534825,264377,264377,40.715348,-73.960241
-73.98362464,40.69474881,264417,264417,40.694749,-73.983625
-73.97493121,40.68981035,264513,264513,40.689810,-73.974931
-73.95643107,40.69064950,264670,264670,40.690649,-73.956431
-73.99548059,40.70037867,264673,264673,40.700379,-73.995481
-73.99052739,40.69475701,264730,264730,40.694757,-73.990527
-73.98362464,40.69474881,264840,264840,40.694749,-73.983625
-73.96834101,40.70827295,264892,264892,40.708273,-73.968341
-73.98912867,40.68926942,264936,264936,40.689269,-73.989129
-73.97372990,40.69178230,265051,265051,40.691782,-73.973730
-73.97493121,40.68981035,265063,265063,40.689810,-73.974931
-73.96023854,40.68900443,265188,265188,40.689004,-73.960239
-73.97632328,40.68382604,265256,265256,40.683826,-73.976323
-73.96087600,40.71045100,265279,265279,40.710451,-73.960876
-73.95643107,40.69064950,265317,265317,40.690649,-73.956431
-73.98362464,40.69474881,265349,265349,40.694749,-73.983625
-73.97493121,40.68981035,265376,265376,40.689810,-73.974931
-73.98362464,40.69474881,265444,265444,40.694749,-73.983625
-73.98362464,40.69474881,265466,265466,40.694749,-73.983625
-73.97372990,40.69178230,265473,265473,40.691782,-73.973730
-73.95643107,40.69064950,265485,265485,40.690649,-73.956431
-73.95643107,40.69064950,265512,265512,40.690649,-73.956431
-73.98362464,40.69474881,265514,265514,40.694749,-73.983625
-73.97372990,40.69178230,265517,265517,40.691782,-73.973730
-73.99548059,40.70037867,265697,265697,40.700379,-73.995481
-73.97703874,40.69327018,265718,265718,40.693270,-73.977039
-73.97372990,40.69178230,265721,265721,40.691782,-73.973730
-73.97372990,40.69178230,265722,265722,40.691782,-73.973730
-73.98362464,40.69474881,265759,265759,40.694749,-73.983625
-73.95381995,40.69331716,265767,265767,40.693317,-73.953820
-73.97372990,40.69178230,265796,265796,40.691782,-73.973730
-73.95643107,40.69064950,265797,265797,40.690649,-73.956431
-73.96023854,40.68900443,265827,265827,40.689004,-73.960239
-73.96087600,40.71045100,265844,265844,40.710451,-73.960876
-73.96023854,40.68900443,265860,265860,40.689004,-73.960239
-73.98912867,40.68926942,265976,265976,40.689269,-73.989129
-73.98912867,40.68926942,266038,266038,40.689269,-73.989129
-73.97372990,40.69178230,266064,266064,40.691782,-73.973730
-73.96563307,40.68650065,266079,266079,40.686501,-73.965633
-73.97493121,40.68981035,266081,266081,40.689810,-73.974931
-73.96087600,40.71045100,266101,266101,40.710451,-73.960876
-73.96087600,40.71045100,266117,266117,40.710451,-73.960876
-73.96024116,40.71534825,266137,266137,40.715348,-73.960241
-73.96024116,40.71534825,266139,266139,40.715348,-73.960241
-73.96563307,40.68650065,266160,266160,40.686501,-73.965633
-73.96087600,40.71045100,266220,266220,40.710451,-73.960876
-73.97632328,40.68382604,266377,266377,40.683826,-73.976323
-73.96024116,40.71534825,266436,266436,40.715348,-73.960241
-73.95381995,40.69331716,266443,266443,40.693317,-73.953820
-73.98362464,40.69474881,266494,266494,40.694749,-73.983625
-73.96834101,40.70827295,266501,266501,40.708273,-73.968341
-73.98912867,40.68926942,266520,266520,40.689269,-73.989129
-73.96476280,40.68851534,266631,266631,40.688515,-73.964763
-73.99052739,40.69475701,266691,266691,40.694757,-73.990527
-73.98912867,40.68926942,266703,266703,40.689269,-73.989129
-73.97372990,40.69178230,266756,266756,40.691782,-73.973730
-73.96476280,40.68851534,266779,266779,40.688515,-73.964763
-73.96986848,40.69794000,266789,266789,40.697940,-73.969868
-73.96476280,40.68851534,266793,266793,40.688515,-73.964763
-73.96087600,40.71045100,266804,266804,40.710451,-73.960876
-73.97493121,40.68981035,266832,266832,40.689810,-73.974931
-73.96087600,40.71045100,266944,266944,40.710451,-73.960876
-73.98068914,40.69839895,266984,266984,40.698399,-73.980689
-73.99548059,40.70037867,266985,266985,40.700379,-73.995481
-73.96986848,40.69794000,267002,267002,40.697940,-73.969868
-73.96024116,40.71534825,267007,267007,40.715348,-73.960241
-73.99052739,40.69475701,267012,267012,40.694757,-73.990527
-73.98362464,40.69474881,267110,267110,40.694749,-73.983625
-73.96476280,40.68851534,267266,267266,40.688515,-73.964763
-73.96476280,40.68851534,267385,267385,40.688515,-73.964763
-73.96476280,40.68851534,267403,267403,40.688515,-73.964763
-73.96476280,40.68851534,267415,267415,40.688515,-73.964763
-73.98362464,40.69474881,267417,267417,40.694749,-73.983625
-73.97372990,40.69178230,267431,267431,40.691782,-73.973730
-73.96024116,40.71534825,267444,267444,40.715348,-73.960241
-73.95381995,40.69331716,267501,267501,40.693317,-73.953820
-73.96024116,40.71534825,267546,267546,40.715348,-73.960241
-73.96024116,40.71534825,267575,267575,40.715348,-73.960241
-73.98362464,40.69474881,267641,267641,40.694749,-73.983625
-73.96834101,40.70827295,267741,267741,40.708273,-73.968341
-73.95643107,40.69064950,267745,267745,40.690649,-73.956431
-73.96087600,40.71045100,267793,267793,40.710451,-73.960876
-73.96408963,40.70853074,267815,267815,40.708531,-73.964090
-73.97493121,40.68981035,267859,267859,40.689810,-73.974931
-73.97703874,40.69327018,267899,267899,40.693270,-73.977039
-73.99052739,40.69475701,267906,267906,40.694757,-73.990527
-73.95381995,40.69331716,268001,268001,40.693317,-73.953820
-73.96024116,40.71534825,268046,268046,40.715348,-73.960241
-73.98912867,40.68926942,268120,268120,40.689269,-73.989129
-73.96087600,40.71045100,268164,268164,40.710451,-73.960876
-73.96023854,40.68900443,268181,268181,40.689004,-73.960239
-73.96834101,40.70827295,268182,268182,40.708273,-73.968341
-73.96834101,40.70827295,268250,268250,40.708273,-73.968341
-73.96087600,40.71045100,268325,268325,40.710451,-73.960876
-73.97493121,40.68981035,268335,268335,40.689810,-73.974931
-73.96087600,40.71045100,268346,268346,40.710451,-73.960876
-73.98362464,40.69474881,268356,268356,40.694749,-73.983625
-73.96087600,40.71045100,268362,268362,40.710451,-73.960876
-73.99052739,40.69475701,268525,268525,40.694757,-73.990527
-73.96087600,40.71045100,268636,268636,40.710451,-73.960876
-73.97992700,40.69977300,268940,268940,40.699773,-73.979927
-73.96476280,40.68851534,268941,268941,40.688515,-73.964763
-73.98362464,40.69474881,268987,268987,40.694749,-73.983625
-73.99052739,40.69475701,269042,269042,40.694757,-73.990527
-73.99052739,40.69475701,269068,269068,40.694757,-73.990527
-73.97372990,40.69178230,269109,269109,40.691782,-73.973730
-73.97493121,40.68981035,269128,269128,40.689810,-73.974931
-73.98912867,40.68926942,269214,269214,40.689269,-73.989129
-73.96986848,40.69794000,269588,269588,40.697940,-73.969868
-73.97372990,40.69178230,269646,269646,40.691782,-73.973730
-73.97992700,40.69977300,269684,269684,40.699773,-73.979927
-73.96563307,40.68650065,269686,269686,40.686501,-73.965633
-73.96087600,40.71045100,269862,269862,40.710451,-73.960876
-73.98912867,40.68926942,270004,270004,40.689269,-73.989129
-73.96986848,40.69794000,270086,270086,40.697940,-73.969868
-73.96087600,40.71045100,270132,270132,40.710451,-73.960876
-73.98912867,40.68926942,270181,270181,40.689269,-73.989129
-73.98912867,40.68926942,270394,270394,40.689269,-73.989129
-73.98362464,40.69474881,270409,270409,40.694749,-73.983625
-73.96476280,40.68851534,270484,270484,40.688515,-73.964763
-73.98912867,40.68926942,270542,270542,40.689269,-73.989129
-73.96476280,40.68851534,270549,270549,40.688515,-73.964763
-73.96476280,40.68851534,270550,270550,40.688515,-73.964763
-73.98362464,40.69474881,270705,270705,40.694749,-73.983625
-73.96087600,40.71045100,270721,270721,40.710451,-73.960876
-73.96087600,40.71045100,270813,270813,40.710451,-73.960876
-73.96024116,40.71534825,270894,270894,40.715348,-73.960241
-73.97372990,40.69178230,270904,270904,40.691782,-73.973730
-73.96087600,40.71045100,270942,270942,40.710451,-73.960876
-73.96087600,40.71045100,270948,270948,40.710451,-73.960876
-73.97632328,40.68382604,270957,270957,40.683826,-73.976323
-73.97632328,40.68382604,271064,271064,40.683826,-73.976323
-73.98912867,40.68926942,271066,271066,40.689269,-73.989129
-73.98912867,40.68926942,271077,271077,40.689269,-73.989129
-73.96087600,40.71045100,271169,271169,40.710451,-73.960876
-73.95643107,40.69064950,271309,271309,40.690649,-73.956431
-73.95643107,40.69064950,271310,271310,40.690649,-73.956431
-73.97493121,40.68981035,271314,271314,40.689810,-73.974931
-73.97632328,40.68382604,271550,271550,40.683826,-73.976323
-73.96087600,40.71045100,271562,271562,40.710451,-73.960876
-73.97372990,40.69178230,271612,271612,40.691782,-73.973730
-73.98362464,40.69474881,271692,271692,40.694749,-73.983625
-73.96024116,40.71534825,271761,271761,40.715348,-73.960241
-73.97372990,40.69178230,271814,271814,40.691782,-73.973730
-73.96087600,40.71045100,271848,271848,40.710451,-73.960876
-73.96834101,40.70827295,271860,271860,40.708273,-73.968341
-73.96834101,40.70827295,271885,271885,40.708273,-73.968341
-73.96087600,40.71045100,272107,272107,40.710451,-73.960876
-73.96024116,40.71534825,272117,272117,40.715348,-73.960241
-73.99052739,40.69475701,272329,272329,40.694757,-73.990527
-73.99052739,40.69475701,272524,272524,40.694757,-73.990527
-73.97703874,40.69327018,272557,272557,40.693270,-73.977039
-73.96087600,40.71045100,272614,272614,40.710451,-73.960876
-73.97372990,40.69178230,272616,272616,40.691782,-73.973730
-73.98362464,40.69474881,272650,272650,40.694749,-73.983625
-73.97493121,40.68981035,272850,272850,40.689810,-73.974931
-73.98912867,40.68926942,272986,272986,40.689269,-73.989129
-73.99052739,40.69475701,273017,273017,40.694757,-73.990527
-73.99052739,40.69475701,273023,273023,40.694757,-73.990527
-73.99548059,40.70037867,273169,273169,40.700379,-73.995481
-73.95381995,40.69331716,273308,273308,40.693317,-73.953820
-73.95643107,40.69064950,273349,273349,40.690649,-73.956431
-73.98362464,40.69474881,273425,273425,40.694749,-73.983625
-73.98362464,40.69474881,273426,273426,40.694749,-73.983625
-73.96087600,40.71045100,273487,273487,40.710451,-73.960876
-73.96087600,40.71045100,273713,273713,40.710451,-73.960876
-73.98912867,40.68926942,273745,273745,40.689269,-73.989129
-73.99052739,40.69475701,273762,273762,40.694757,-73.990527
-73.96986848,40.69794000,273904,273904,40.697940,-73.969868
-73.96408963,40.70853074,273909,273909,40.708531,-73.964090
-73.96986848,40.69794000,273920,273920,40.697940,-73.969868
-73.98912867,40.68926942,273925,273925,40.689269,-73.989129
-73.96087600,40.71045100,273937,273937,40.710451,-73.960876
-73.96408963,40.70853074,273941,273941,40.708531,-73.964090
-73.96986848,40.69794000,273946,273946,40.697940,-73.969868
-73.95381995,40.69331716,274077,274077,40.693317,-73.953820
-73.97372990,40.69178230,274112,274112,40.691782,-73.973730
-73.97632328,40.68382604,274235,274235,40.683826,-73.976323
-73.97632328,40.68382604,274242,274242,40.683826,-73.976323
-73.98912867,40.68926942,274667,274667,40.689269,-73.989129
-73.96986848,40.69794000,274799,274799,40.697940,-73.969868
-73.96087600,40.71045100,274823,274823,40.710451,-73.960876
-73.96087600,40.71045100,274824,274824,40.710451,-73.960876
-73.96024116,40.71534825,274885,274885,40.715348,-73.960241
-73.97632328,40.68382604,274919,274919,40.683826,-73.976323
-73.96087600,40.71045100,275112,275112,40.710451,-73.960876
-73.96024116,40.71534825,275171,275171,40.715348,-73.960241
-73.98362464,40.69474881,275311,275311,40.694749,-73.983625
-73.98912867,40.68926942,275343,275343,40.689269,-73.989129
-73.99548059,40.70037867,275758,275758,40.700379,-73.995481
-73.96087600,40.71045100,275791,275791,40.710451,-73.960876
-73.96087600,40.71045100,275792,275792,40.710451,-73.960876
-73.97100056,40.70531194,275834,275834,40.705312,-73.971001
-73.96087600,40.71045100,275841,275841,40.710451,-73.960876
-73.96024116,40.71534825,275994,275994,40.715348,-73.960241
-73.96563307,40.68650065,276152,276152,40.686501,-73.965633
-73.95643107,40.69064950,276300,276300,40.690649,-73.956431
-73.98362464,40.69474881,276349,276349,40.694749,-73.983625
-73.97632328,40.68382604,276401,276401,40.683826,-73.976323
-73.96023854,40.68900443,276470,276470,40.689004,-73.960239
-73.96476280,40.68851534,276478,276478,40.688515,-73.964763
-73.95643107,40.69064950,276487,276487,40.690649,-73.956431
-73.96834101,40.70827295,276506,276506,40.708273,-73.968341
-73.96834101,40.70827295,276509,276509,40.708273,-73.968341
-73.98912867,40.68926942,276654,276654,40.689269,-73.989129
-73.98912867,40.68926942,276867,276867,40.689269,-73.989129
-73.97100056,40.70531194,276870,276870,40.705312,-73.971001
-73.96087600,40.71045100,276900,276900,40.710451,-73.960876
-73.96087600,40.71045100,276932,276932,40.710451,-73.960876
-73.98362464,40.69474881,277076,277076,40.694749,-73.983625
-73.99548059,40.70037867,277128,277128,40.700379,-73.995481
-73.96087600,40.71045100,277143,277143,40.710451,-73.960876
-73.99548059,40.70037867,277145,277145,40.700379,-73.995481
-73.96087600,40.71045100,277157,277157,40.710451,-73.960876
-73.99548059,40.70037867,277193,277193,40.700379,-73.995481
-73.97632328,40.68382604,277204,277204,40.683826,-73.976323
-73.98068914,40.69839895,277210,277210,40.698399,-73.980689
-73.96024116,40.71534825,277446,277446,40.715348,-73.960241
-73.96408963,40.70853074,277454,277454,40.708531,-73.964090
-73.97632328,40.68382604,277673,277673,40.683826,-73.976323
-73.96986848,40.69794000,277684,277684,40.697940,-73.969868
-73.97632328,40.68382604,277981,277981,40.683826,-73.976323
-73.96476280,40.68851534,278079,278079,40.688515,-73.964763
-73.97632328,40.68382604,278282,278282,40.683826,-73.976323
-73.98912867,40.68926942,278430,278430,40.689269,-73.989129
-73.96986848,40.69794000,278469,278469,40.697940,-73.969868
-73.96024116,40.71534825,278847,278847,40.715348,-73.960241
-73.98912867,40.68926942,279045,279045,40.689269,-73.989129
-73.96476280,40.68851534,279260,279260,40.688515,-73.964763
-73.98068914,40.69839895,279286,279286,40.698399,-73.980689
-73.99052739,40.69475701,279512,279512,40.694757,-73.990527
-73.98912867,40.68926942,279795,279795,40.689269,-73.989129
-73.96986848,40.69794000,280269,280269,40.697940,-73.969868
-73.97493121,40.68981035,280415,280415,40.689810,-73.974931
-73.97493121,40.68981035,280456,280456,40.689810,-73.974931
-73.98912867,40.68926942,280549,280549,40.689269,-73.989129
-73.96563307,40.68650065,280636,280636,40.686501,-73.965633
-73.96087600,40.71045100,280654,280654,40.710451,-73.960876
-73.96476280,40.68851534,280757,280757,40.688515,-73.964763
-73.98912867,40.68926942,280919,280919,40.689269,-73.989129
-73.99052739,40.69475701,281043,281043,40.694757,-73.990527
-73.99052739,40.69475701,281603,281603,40.694757,-73.990527
-73.96024116,40.71534825,281620,281620,40.715348,-73.960241
-73.96563307,40.68650065,281818,281818,40.686501,-73.965633
-73.98362464,40.69474881,281827,281827,40.694749,-73.983625
-73.97632328,40.68382604,281864,281864,40.683826,-73.976323
-73.96087600,40.71045100,281971,281971,40.710451,-73.960876
-73.96476280,40.68851534,282019,282019,40.688515,-73.964763
-73.96087600,40.71045100,282042,282042,40.710451,-73.960876
-73.98912867,40.68926942,282387,282387,40.689269,-73.989129
-73.95381995,40.69331716,282530,282530,40.693317,-73.953820
-73.97493121,40.68981035,282543,282543,40.689810,-73.974931
-73.96087600,40.71045100,282615,282615,40.710451,-73.960876
-73.97372990,40.69178230,282824,282824,40.691782,-73.973730
-73.96024116,40.71534825,282825,282825,40.715348,-73.960241
-73.96087600,40.71045100,282835,282835,40.710451,-73.960876
-73.96023854,40.68900443,282848,282848,40.689004,-73.960239
-73.97703874,40.69327018,282893,282893,40.693270,-73.977039
-73.95381995,40.69331716,282910,282910,40.693317,-73.953820
-73.98362464,40.69474881,282911,282911,40.694749,-73.983625
-73.96087600,40.71045100,282917,282917,40.710451,-73.960876
-73.96087600,40.71045100,282924,282924,40.710451,-73.960876
-73.98912867,40.68926942,282935,282935,40.689269,-73.989129
-73.96023854,40.68900443,283098,283098,40.689004,-73.960239
-73.98362464,40.69474881,283220,283220,40.694749,-73.983625
-73.97493121,40.68981035,283512,283512,40.689810,-73.974931
-73.99548059,40.70037867,283526,283526,40.700379,-73.995481
-73.98912867,40.68926942,283605,283605,40.689269,-73.989129
-73.98912867,40.68926942,283609,283609,40.689269,-73.989129
-73.97372990,40.69178230,283618,283618,40.691782,-73.973730
-73.95643107,40.69064950,283694,283694,40.690649,-73.956431
-73.95381995,40.69331716,283860,283860,40.693317,-73.953820
-73.96087600,40.71045100,284072,284072,40.710451,-73.960876
-73.96024116,40.71534825,284164,284164,40.715348,-73.960241
-73.96024116,40.71534825,284191,284191,40.715348,-73.960241
-73.97632328,40.68382604,284203,284203,40.683826,-73.976323
-73.96024116,40.71534825,284243,284243,40.715348,-73.960241
-73.97992700,40.69977300,284411,284411,40.699773,-73.979927
-73.96563307,40.68650065,284430,284430,40.686501,-73.965633
-73.96024116,40.71534825,284440,284440,40.715348,-73.960241
-73.98912867,40.68926942,284465,284465,40.689269,-73.989129
-73.98912867,40.68926942,284472,284472,40.689269,-73.989129
-73.97992700,40.69977300,284778,284778,40.699773,-73.979927
-73.96024116,40.71534825,284939,284939,40.715348,-73.960241
-73.97703874,40.69327018,285133,285133,40.693270,-73.977039
-73.99052739,40.69475701,285319,285319,40.694757,-73.990527
-73.97493121,40.68981035,285323,285323,40.689810,-73.974931
-73.96023854,40.68900443,285364,285364,40.689004,-73.960239
-73.96087600,40.71045100,285561,285561,40.710451,-73.960876
-73.98912867,40.68926942,285818,285818,40.689269,-73.989129
-73.96476280,40.68851534,285819,285819,40.688515,-73.964763
-73.96023854,40.68900443,285823,285823,40.689004,-73.960239
-73.96023854,40.68900443,285864,285864,40.689004,-73.960239
-73.95381995,40.69331716,285884,285884,40.693317,-73.953820
-73.96087600,40.71045100,285987,285987,40.710451,-73.960876
-73.96087600,40.71045100,286114,286114,40.710451,-73.960876
-73.96087600,40.71045100,286154,286154,40.710451,-73.960876
-73.98912867,40.68926942,286165,286165,40.689269,-73.989129
-73.98912867,40.68926942,286166,286166,40.689269,-73.989129
-73.96024116,40.71534825,286398,286398,40.715348,-73.960241
-73.98362464,40.69474881,286535,286535,40.694749,-73.983625
-73.98362464,40.69474881,286542,286542,40.694749,-73.983625
-73.96023854,40.68900443,286550,286550,40.689004,-73.960239
-73.96087600,40.71045100,286575,286575,40.710451,-73.960876
-73.96087600,40.71045100,286584,286584,40.710451,-73.960876
-73.96024116,40.71534825,286593,286593,40.715348,-73.960241
-73.98912867,40.68926942,286659,286659,40.689269,-73.989129
-73.98362464,40.69474881,286721,286721,40.694749,-73.983625
-73.96986848,40.69794000,286810,286810,40.697940,-73.969868
-73.95381995,40.69331716,286970,286970,40.693317,-73.953820
-73.95381995,40.69331716,286976,286976,40.693317,-73.953820
-73.96986848,40.69794000,287031,287031,40.697940,-73.969868
-73.99052739,40.69475701,287103,287103,40.694757,-73.990527
-73.95381995,40.69331716,287112,287112,40.693317,-73.953820
-73.98912867,40.68926942,287254,287254,40.689269,-73.989129
-73.98912867,40.68926942,287256,287256,40.689269,-73.989129
-73.96087600,40.71045100,287288,287288,40.710451,-73.960876
-73.95381995,40.69331716,287425,287425,40.693317,-73.953820
-73.97493121,40.68981035,287596,287596,40.689810,-73.974931
-73.96087600,40.71045100,287675,287675,40.710451,-73.960876
-73.96087600,40.71045100,287676,287676,40.710451,-73.960876
-73.98912867,40.68926942,287698,287698,40.689269,-73.989129
-73.98912867,40.68926942,287744,287744,40.689269,-73.989129
-73.96986848,40.69794000,287866,287866,40.697940,-73.969868
-73.97632328,40.68382604,287892,287892,40.683826,-73.976323
-73.97632328,40.68382604,287900,287900,40.683826,-73.976323
-73.96024116,40.71534825,287914,287914,40.715348,-73.960241
-73.96834101,40.70827295,287954,287954,40.708273,-73.968341
-73.98912867,40.68926942,287955,287955,40.689269,-73.989129
-73.96087600,40.71045100,287975,287975,40.710451,-73.960876
-73.96024116,40.71534825,288124,288124,40.715348,-73.960241
-73.96024116,40.71534825,288134,288134,40.715348,-73.960241
-73.98362464,40.69474881,288253,288253,40.694749,-73.983625
-73.96563307,40.68650065,288262,288262,40.686501,-73.965633
-73.96563307,40.68650065,288292,288292,40.686501,-73.965633
-73.96087600,40.71045100,288381,288381,40.710451,-73.960876
-73.96087600,40.71045100,288587,288587,40.710451,-73.960876
-73.98362464,40.69474881,288627,288627,40.694749,-73.983625
-73.99548059,40.70037867,288656,288656,40.700379,-73.995481
-73.96476280,40.68851534,288667,288667,40.688515,-73.964763
-73.96476280,40.68851534,288707,288707,40.688515,-73.964763
-73.97493121,40.68981035,288820,288820,40.689810,-73.974931
-73.96023854,40.68900443,288824,288824,40.689004,-73.960239
-73.97703874,40.69327018,288856,288856,40.693270,-73.977039
-73.98362464,40.69474881,288969,288969,40.694749,-73.983625
-73.95643107,40.69064950,288979,288979,40.690649,-73.956431
-73.95643107,40.69064950,288980,288980,40.690649,-73.956431
-73.96087600,40.71045100,288998,288998,40.710451,-73.960876
-73.96087600,40.71045100,289144,289144,40.710451,-73.960876
-73.96024116,40.71534825,289245,289245,40.715348,-73.960241
-73.97372990,40.69178230,289294,289294,40.691782,-73.973730
-73.98912867,40.68926942,289312,289312,40.689269,-73.989129
-73.97632328,40.68382604,289383,289383,40.683826,-73.976323
-73.98068914,40.69839895,289392,289392,40.698399,-73.980689
-73.96024116,40.71534825,289413,289413,40.715348,-73.960241
-73.98912867,40.68926942,289428,289428,40.689269,-73.989129
-73.98068914,40.69839895,289534,289534,40.698399,-73.980689
-73.97632328,40.68382604,289555,289555,40.683826,-73.976323
-73.96563307,40.68650065,289583,289583,40.686501,-73.965633
-73.96563307,40.68650065,289584,289584,40.686501,-73.965633
-73.96476280,40.68851534,289647,289647,40.688515,-73.964763
-73.96024116,40.71534825,289689,289689,40.715348,-73.960241
-73.98068914,40.69839895,289703,289703,40.698399,-73.980689
-73.97632328,40.68382604,289738,289738,40.683826,-73.976323
-73.98362464,40.69474881,289751,289751,40.694749,-73.983625
-73.98912867,40.68926942,289929,289929,40.689269,-73.989129
-73.98362464,40.69474881,289930,289930,40.694749,-73.983625
-73.97493121,40.68981035,290019,290019,40.689810,-73.974931
-73.96087600,40.71045100,290028,290028,40.710451,-73.960876
-73.96834101,40.70827295,290033,290033,40.708273,-73.968341
-73.97632328,40.68382604,290050,290050,40.683826,-73.976323
-73.96563307,40.68650065,290065,290065,40.686501,-73.965633
